gene_symbol	ensgid_version	ensgid	enstid_version	biotype	u5_len	u5_AUG	u5_ORF	u5_max_kozak	u5_GC	u3_len	u3_AUG	u3_ORF	u3_max_kozak	u3_GC	u5_oORF	u3_oORF
CCDC103	ENSG00000167131.17	ENSG00000167131	ENST00000417826.3	protein_coding	140	0	0		0.65	2573	44	40	2	0.542168674698795	1	1
USP17L10	ENSG00000231396.3	ENSG00000231396	ENST00000417945.1	protein_coding	0	0	1			0	0	1			0	1
KRT3	ENSG00000186442.7	ENSG00000186442	ENST00000417996.2	protein_coding	75	0	0		0.493333333333333	357	3	1	1	0.630252100840336	0	2
ADCY4	ENSG00000129467.14	ENSG00000129467	ENST00000418030.7	protein_coding	419	1	1	2	0.694510739856802	57	0	0		0.508771929824562	0	0
ZNF90	ENSG00000213988.11	ENSG00000213988	ENST00000418063.3	protein_coding	133	0	0		0.556390977443609	1805	38	30	1	0.32797783933518	1	3
ZNF724	ENSG00000196081.10	ENSG00000196081	ENST00000418100.6	protein_coding	152	0	0		0.605263157894737	786	13	12	3	0.417302798982188	12	7
HLA-DMB	ENSG00000242574.9	ENSG00000242574	ENST00000418107.3	protein_coding	221	0	0		0.565610859728507	335	7	3	1	0.435820895522388	0	7
RHOA	ENSG00000067560.14	ENSG00000067560	ENST00000418115.6	protein_coding	159	0	0		0.672955974842767	1064	17	12	1	0.397556390977444	0	2
OR6V1	ENSG00000225781.2	ENSG00000225781	ENST00000418316.2	protein_coding	0	0	1			0	0	1			0	0
PTPRJ	ENSG00000149177.13	ENSG00000149177	ENST00000418331.7	protein_coding	354	2	0		0.819209039548023	3477	72	64	1	0.428530342249065	18	20
LTA	ENSG00000226979.9	ENSG00000226979	ENST00000418386.3	protein_coding	167	0	0		0.694610778443114	631	10	5	1	0.502377179080824	0	4
TMEM250	ENSG00000238227.8	ENSG00000238227	ENST00000418388.6	protein_coding	515	2	1	2	0.792233009708738	1892	26	17	1	0.612579281183932	0	6
GNL3	ENSG00000163938.17	ENSG00000163938	ENST00000418458.6	protein_coding	61	1	0		0.540983606557377	222	6	2	1	0.292792792792793	1	0
MAP10	ENSG00000212916.6	ENSG00000212916	ENST00000418460.4	protein_coding	34	0	0		0.735294117647059	1762	40	37	1	0.2894438138479	0	8
UNC45A	ENSG00000140553.18	ENSG00000140553	ENST00000418476.2	protein_coding	40	0	0		0.7	377	4	2	2	0.586206896551724	0	23
GSDMB	ENSG00000073605.19	ENSG00000073605	ENST00000418519.6	protein_coding	116	0	0		0.491379310344828	217	4	0		0.465437788018433	0	0
SLAIN1	ENSG00000139737.22	ENSG00000139737	ENST00000418532.6	protein_coding	227	2	1	1	0.79295154185022	1009	29	14	1	0.31615460852329	0	10
WDR83	ENSG00000123154.12	ENSG00000123154	ENST00000418543.8	protein_coding	342	8	3	1	0.558479532163743	160	1	1	3	0.5125	3	0
CNTN4	ENSG00000144619.15	ENSG00000144619	ENST00000418658.6	protein_coding	339	3	1	1	0.52212389380531	1739	44	39	2	0.311098332374928	5	20
SP8	ENSG00000164651.17	ENSG00000164651	ENST00000418710.3	protein_coding	88	0	0		0.375	2011	21	9	3	0.436101442068623	1	1
FAM135A	ENSG00000082269.17	ENSG00000082269	ENST00000418814.7	protein_coding	414	7	4	3	0.524154589371981	1253	34	24	2	0.26975259377494	21	36
GCG	ENSG00000115263.15	ENSG00000115263	ENST00000418842.7	protein_coding	99	0	0		0.484848484848485	482	9	7	2	0.300829875518672	1	11
PRR12	ENSG00000126464.14	ENSG00000126464	ENST00000418929.7	protein_coding	473	1	0		0.72938689217759	832	8	3	3	0.566105769230769	13	19
HLA-DPB1	ENSG00000223865.11	ENSG00000223865	ENST00000418931.7	protein_coding	52	0	0		0.461538461538462	3162	49	42	2	0.425047438330171	0	5
L3MBTL1	ENSG00000185513.17	ENSG00000185513	ENST00000418998.7	protein_coding	76	2	0		0.75	767	31	28	1	0.344198174706649	0	9
RCOR3	ENSG00000117625.14	ENSG00000117625	ENST00000419091.7	protein_coding	195	1	0		0.661538461538462	2617	48	44	1	0.30722200993504	0	5
ZNF732	ENSG00000186777.12	ENSG00000186777	ENST00000419098.6	protein_coding	164	1	0		0.615853658536585	424	21	4	1	0.365566037735849	3	0
CT47A6	ENSG00000226023.6	ENSG00000226023	ENST00000419194.3	protein_coding	259	0	0		0.586872586872587	172	5	0		0.343023255813954	0	4
BRAP	ENSG00000089234.16	ENSG00000089234	ENST00000419234.9	protein_coding	164	0	0		0.75609756097561	2053	32	27	1	0.396005845104725	0	8
DUSP22	ENSG00000112679.15	ENSG00000112679	ENST00000419235.7	protein_coding	53	0	0		0.69811320754717	2404	35	34	1	0.491680532445924	1	4
PPIAL4G	ENSG00000236334.3	ENSG00000236334	ENST00000419275.3	protein_coding	50	0	0		0.56	210	4	0		0.414285714285714	1	8
AGR2	ENSG00000106541.12	ENSG00000106541	ENST00000419304.7	protein_coding	72	0	0		0.583333333333333	1097	18	14	3	0.38559708295351	1	10
FOXA2	ENSG00000125798.15	ENSG00000125798	ENST00000419308.7	protein_coding	294	0	0		0.670068027210884	852	6	1	2	0.419014084507042	1	0
PRR22	ENSG00000212123.4	ENSG00000212123	ENST00000419421.3	protein_coding	86	0	0		0.709302325581395	18	0	0		0.388888888888889	1	1
PGGT1B	ENSG00000164219.10	ENSG00000164219	ENST00000419445.6	protein_coding	26	0	0		0.769230769230769	8390	157	155	2	0.325029797377831	0	3
ZFHX2	ENSG00000136367.14	ENSG00000136367	ENST00000419474.5	protein_coding	472	3	1	2	0.601694915254237	1105	12	8	3	0.506787330316742	0	38
SMYD1	ENSG00000115593.15	ENSG00000115593	ENST00000419482.7	protein_coding	40	0	0		0.525	2872	52	48	2	0.445682451253482	5	16
BECN2	ENSG00000196289.7	ENSG00000196289	ENST00000419583.2	protein_coding	0	0	1			0	0	1			0	4
STK3	ENSG00000104375.17	ENSG00000104375	ENST00000419617.7	protein_coding	148	0	0		0.675675675675676	1209	27	18	3	0.32258064516129	8	16
ANXA13	ENSG00000104537.17	ENSG00000104537	ENST00000419625.6	protein_coding	59	1	0		0.389830508474576	446	10	4	1	0.419282511210762	1	5
ATXN7L1	ENSG00000146776.15	ENSG00000146776	ENST00000419735.8	protein_coding	41	1	0		0.536585365853659	3080	52	50	2	0.415584415584416	1	12
FBXO15	ENSG00000141665.13	ENSG00000141665	ENST00000419743.7	protein_coding	49	0	0		0.571428571428571	93	0	0		0.301075268817204	1	12
MKX	ENSG00000150051.14	ENSG00000150051	ENST00000419761.6	protein_coding	195	2	1	2	0.769230769230769	2355	58	57	2	0.309554140127389	0	0
SPATA31D4	ENSG00000189357.9	ENSG00000189357	ENST00000419782.5	protein_coding	86	1	0		0.558139534883721	2083	28	18	3	0.466634661545847	0	18
GPX1	ENSG00000233276.8	ENSG00000233276	ENST00000419783.3	protein_coding	75	0	0		0.626666666666667	212	2	0		0.556603773584906	0	4
FAM236D	ENSG00000225396.6	ENSG00000225396	ENST00000419795.6	protein_coding	100	0	0		0.61	123	3	0		0.634146341463415	1	1
STRAP	ENSG00000023734.11	ENSG00000023734	ENST00000419869.7	protein_coding	321	1	0		0.651090342679128	500	10	7	1	0.348	0	1
PRXL2B	ENSG00000157870.17	ENSG00000157870	ENST00000419916.8	protein_coding	109	1	0		0.743119266055046	2041	23	15	2	0.598236158745713	0	1
KMT2B	ENSG00000272333.7	ENSG00000272333	ENST00000420124.4	protein_coding	16	0	0		0.625	321	6	1	2	0.585669781931464	0	3
CDRT15	ENSG00000223510.7	ENSG00000223510	ENST00000420162.7	protein_coding	29	0	0		0.551724137931035	183	2	0		0.46448087431694	0	1
ASB10	ENSG00000146926.11	ENSG00000146926	ENST00000420175.3	protein_coding	120	0	0		0.591666666666667	269	8	5	1	0.594795539033457	1	1
TSPYL4	ENSG00000187189.11	ENSG00000187189	ENST00000420283.3	protein_coding	67	0	0		0.597014925373134	2800	54	53	1	0.429642857142857	0	1
DNAH1	ENSG00000114841.18	ENSG00000114841	ENST00000420323.7	protein_coding	261	2	0		0.524904214559387	46	0	0		0.456521739130435	6	32
ATF7	ENSG00000170653.19	ENSG00000170653	ENST00000420353.7	protein_coding	125	1	0		0.608	5083	67	64	2	0.460948258902223	1	6
CELF4	ENSG00000101489.20	ENSG00000101489	ENST00000420428.7	protein_coding	157	1	0		0.547770700636943	2202	35	31	2	0.416439600363306	0	11
HOPX	ENSG00000171476.22	ENSG00000171476	ENST00000420433.6	protein_coding	125	1	1	1	0.544	722	15	11	3	0.365650969529086	0	1
ZNF345	ENSG00000251247.11	ENSG00000251247	ENST00000420450.6	protein_coding	214	2	0		0.490654205607477	1278	20	15	2	0.327856025039124	2	11
ARHGEF38	ENSG00000236699.9	ENSG00000236699	ENST00000420470.3	protein_coding	146	0	0		0.493150684931507	2977	58	50	1	0.347329526368828	4	11
CYB561D1	ENSG00000174151.15	ENSG00000174151	ENST00000420578.7	protein_coding	46	0	0		0.739130434782609	4176	56	47	3	0.522509578544061	1	10
LMOD3	ENSG00000163380.16	ENSG00000163380	ENST00000420581.7	protein_coding	209	0	0		0.354066985645933	3030	50	48	3	0.382838283828383	0	16
KANSL2	ENSG00000139620.13	ENSG00000139620	ENST00000420613.7	protein_coding	61	0	0		0.655737704918033	833	13	9	3	0.382953181272509	0	8
PBX1	ENSG00000185630.19	ENSG00000185630	ENST00000420696.7	protein_coding	639	1	0		0.552425665101722	5155	100	97	2	0.405237633365664	0	8
ANKRD36	ENSG00000135976.20	ENSG00000135976	ENST00000420699.9	protein_coding	587	0	0		0.691652470187394	199	5	1	1	0.412060301507538	19	31
MTFR2	ENSG00000146410.12	ENSG00000146410	ENST00000420702.6	protein_coding	390	3	1	2	0.582051282051282	241	5	3	1	0.307053941908714	1	1
ZNF716	ENSG00000182111.9	ENSG00000182111	ENST00000420713.2	protein_coding	112	0	0		0.553571428571429	3610	71	68	2	0.359279778393352	0	9
PAX7	ENSG00000009709.12	ENSG00000009709	ENST00000420770.7	protein_coding	758	0	0		0.618733509234829	3937	51	51	2	0.502921005842012	0	8
SUMO2	ENSG00000188612.12	ENSG00000188612	ENST00000420826.7	protein_coding	125	0	0		0.648	2753	33	30	1	0.428986560116237	1	7
ARRB1	ENSG00000137486.17	ENSG00000137486	ENST00000420843.7	protein_coding	54	0	0		0.722222222222222	6041	95	93	1	0.537990398940573	7	7
TRIM49D1	ENSG00000223417.9	ENSG00000223417	ENST00000420869.3	protein_coding	609	8	5	3	0.441707717569787	178	4	0		0.348314606741573	0	0
CTAGE15	ENSG00000271079.1	ENSG00000271079	ENST00000420911.2	protein_coding	17	0	0		0.647058823529412	236	3	1	2	0.322033898305085	3	13
NCAPH2	ENSG00000025770.19	ENSG00000025770	ENST00000420993.7	protein_coding	114	1	0		0.666666666666667	1405	15	8	2	0.60355871886121	0	8
EFHC2	ENSG00000183690.13	ENSG00000183690	ENST00000420999.2	protein_coding	84	0	0		0.702380952380952	923	21	19	1	0.297941495124594	0	15
ZNF679	ENSG00000197123.9	ENSG00000197123	ENST00000421025.3	protein_coding	269	1	1	1	0.464684014869888	62	0	0		0.258064516129032	1	0
MROH7	ENSG00000184313.20	ENSG00000184313	ENST00000421030.7	protein_coding	292	5	0		0.547945205479452	79	3	0		0.556962025316456	21	4
GNRH1	ENSG00000147437.10	ENSG00000147437	ENST00000421054.7	protein_coding	62	0	0		0.435483870967742	161	5	0		0.322981366459627	0	0
ZNF284	ENSG00000186026.7	ENSG00000186026	ENST00000421176.4	protein_coding	201	1	0		0.492537313432836	2353	54	50	2	0.415214619634509	0	14
ZNF578	ENSG00000258405.11	ENSG00000258405	ENST00000421239.7	protein_coding	267	4	0		0.48689138576779	4728	79	68	1	0.457698815566836	2	13
C1orf159	ENSG00000131591.18	ENSG00000131591	ENST00000421241.7	protein_coding	165	2	0		0.666666666666667	1070	5	2	1	0.665420560747664	1	0
PERP	ENSG00000112378.12	ENSG00000112378	ENST00000421351.4	protein_coding	79	0	0		0.784810126582278	3537	67	65	2	0.365281311846197	0	7
ERLIN1	ENSG00000107566.14	ENSG00000107566	ENST00000421367.7	protein_coding	403	2	1	2	0.674937965260546	2037	39	32	2	0.433480608738341	1	0
ANKRD34C	ENSG00000235711.5	ENSG00000235711	ENST00000421388.4	protein_coding	551	2	2	1	0.591651542649728	3347	78	73	2	0.375858978189423	0	11
PABPC4L	ENSG00000254535.4	ENSG00000254535	ENST00000421491.4	protein_coding	298	1	0		0.610738255033557	3574	75	73	2	0.272803581421377	0	4
ZSCAN26	ENSG00000197062.12	ENSG00000197062	ENST00000421553.7	protein_coding	137	1	0		0.518248175182482	1108	22	11	1	0.396209386281589	1	3
MUC6	ENSG00000184956.16	ENSG00000184956	ENST00000421673.7	protein_coding	63	2	0		0.714285714285714	633	3	0		0.666666666666667	39	30
PNMA6A	ENSG00000235961.6	ENSG00000235961	ENST00000421798.5	protein_coding	281	0	0		0.758007117437722	757	6	1	2	0.612945838837517	0	1
LCOR	ENSG00000196233.14	ENSG00000196233	ENST00000421806.4	protein_coding	505	5	4	3	0.469306930693069	10822	214	207	3	0.408981703936426	0	30
INPP5K	ENSG00000132376.20	ENSG00000132376	ENST00000421807.7	protein_coding	113	0	0		0.787610619469027	1246	15	9	3	0.569020866773676	1	7
ZNF697	ENSG00000143067.5	ENSG00000143067	ENST00000421812.3	protein_coding	613	5	2	3	0.696574225122349	3328	58	49	2	0.413762019230769	1	3
RP11-195F19.5	ENSG00000187186.15	ENSG00000187186	ENST00000421828.7	protein_coding	386	5	4	1	0.639896373056995	871	9	5	2	0.538461538461538	0	2
CTU1	ENSG00000142544.7	ENSG00000142544	ENST00000421832.3	protein_coding	84	0	0		0.690476190476191	995	13	9	1	0.591959798994975	0	0
TMEM41A	ENSG00000163900.11	ENSG00000163900	ENST00000421852.6	protein_coding	74	0	0		0.77027027027027	1936	44	39	3	0.450413223140496	2	5
LAMA2	ENSG00000196569.13	ENSG00000196569	ENST00000421865.3	protein_coding	108	0	0		0.675925925925926	219	3	1	1	0.26027397260274	0	11
DDN	ENSG00000181418.8	ENSG00000181418	ENST00000421952.3	protein_coding	88	0	0		0.818181818181818	1591	21	18	1	0.534883720930233	0	2
M1AP	ENSG00000159374.18	ENSG00000159374	ENST00000421985.2	protein_coding	118	0	0		0.627118644067797	833	9	4	1	0.481392557022809	3	12
CMSS1	ENSG00000184220.12	ENSG00000184220	ENST00000421999.8	protein_coding	118	1	0		0.61864406779661	3344	52	46	1	0.445275119617225	0	8
TMEM132D	ENSG00000151952.16	ENSG00000151952	ENST00000422113.7	protein_coding	686	2	2	3	0.756559766763848	2149	34	31	2	0.484876686831084	0	31
CLEC2L	ENSG00000236279.7	ENSG00000236279	ENST00000422142.7	protein_coding	243	0	0		0.843621399176955	643	2	2	1	0.631415241057543	1	5
ACKR2	ENSG00000144648.16	ENSG00000144648	ENST00000422265.6	protein_coding	206	2	0		0.5	1629	17	13	2	0.480662983425414	0	5
PDHA1	ENSG00000131828.14	ENSG00000131828	ENST00000422285.7	protein_coding	111	0	0		0.693693693693694	2065	25	19	1	0.425181598062954	0	3
NT5DC2	ENSG00000168268.11	ENSG00000168268	ENST00000422318.7	protein_coding	120	0	0		0.858333333333333	83	0	0		0.590361445783133	0	0
MCMDC2	ENSG00000178460.18	ENSG00000178460	ENST00000422365.7	protein_coding	149	1	0		0.449664429530201	2879	53	48	2	0.375477596387635	0	7
CIAO2B	ENSG00000166595.12	ENSG00000166595	ENST00000422424.7	protein_coding	38	0	0		0.68421052631579	138	1	0		0.427536231884058	0	0
SLC25A12	ENSG00000115840.14	ENSG00000115840	ENST00000422440.7	protein_coding	30	0	0		0.7	1869	51	43	3	0.375601926163724	2	10
LDHA	ENSG00000134333.14	ENSG00000134333	ENST00000422447.8	protein_coding	98	0	0		0.63265306122449	1144	19	16	1	0.372377622377622	0	0
CNBP	ENSG00000169714.17	ENSG00000169714	ENST00000422453.7	protein_coding	135	0	0		0.666666666666667	2626	46	37	2	0.417745620715918	0	2
RPL23A	ENSG00000198242.14	ENSG00000198242	ENST00000422514.7	protein_coding	21	0	0		0.428571428571429	478	8	4	1	0.464435146443515	0	9
ENDOU	ENSG00000111405.9	ENSG00000111405	ENST00000422538.8	protein_coding	77	0	0		0.51948051948052	1068	18	15	2	0.435393258426966	0	1
KCNK4	ENSG00000182450.13	ENSG00000182450	ENST00000422670.7	protein_coding	342	3	3	3	0.733918128654971	305	2	1	2	0.622950819672131	0	0
ZNF880	ENSG00000221923.9	ENSG00000221923	ENST00000422689.3	protein_coding	43	0	0		0.558139534883721	481	22	8	1	0.363825363825364	2	12
SEMA4D	ENSG00000187764.12	ENSG00000187764	ENST00000422704.7	protein_coding	504	4	1	2	0.680555555555556	1469	16	10	2	0.44928522804629	2	11
FNDC10	ENSG00000228594.4	ENSG00000228594	ENST00000422725.4	protein_coding	120	0	0		0.891666666666667	1323	11	4	3	0.654572940287226	1	0
FAM200B	ENSG00000237765.8	ENSG00000237765	ENST00000422728.3	protein_coding	817	21	20	2	0.376988984088127	1496	23	20	1	0.348262032085562	0	7
PRAC2	ENSG00000229637.4	ENSG00000229637	ENST00000422730.4	protein_coding	212	2	0		0.476415094339623	75	1	0		0.493333333333333	1	0
KIAA1549	ENSG00000122778.10	ENSG00000122778	ENST00000422774.2	protein_coding	120	0	0		0.858333333333333	6525	128	121	2	0.431111111111111	0	28
NKX1-1	ENSG00000235608.2	ENSG00000235608	ENST00000422806.2	protein_coding	0	0	1			0	0	1			1	1
GLG1	ENSG00000090863.12	ENSG00000090863	ENST00000422840.7	protein_coding	20	0	0		0.7	5727	84	72	1	0.502357255107386	15	41
ITK	ENSG00000113263.13	ENSG00000113263	ENST00000422843.8	protein_coding	138	1	0		0.485507246376812	2507	54	53	2	0.422816114878341	4	14
ANXA11	ENSG00000122359.18	ENSG00000122359	ENST00000422982.8	protein_coding	252	0	0		0.71031746031746	4964	77	77	2	0.494359387590653	0	11
IRGQ	ENSG00000167378.9	ENSG00000167378	ENST00000422989.6	protein_coding	155	0	0		0.670967741935484	7659	142	139	2	0.481916699308004	2	7
TSTD1	ENSG00000215845.11	ENSG00000215845	ENST00000423014.3	protein_coding	75	1	0		0.72	144	1	0		0.465277777777778	0	4
GNAL	ENSG00000141404.17	ENSG00000141404	ENST00000423027.8	protein_coding	349	0	0		0.567335243553009	4550	70	63	1	0.438681318681319	0	2
THSD7A	ENSG00000005108.16	ENSG00000005108	ENST00000423059.9	protein_coding	252	1	1	3	0.611111111111111	5429	108	94	1	0.334499907902008	16	29
NTF3	ENSG00000185652.12	ENSG00000185652	ENST00000423158.4	protein_coding	217	3	0		0.603686635944701	311	5	2	1	0.321543408360129	3	6
IRAG1	ENSG00000072952.20	ENSG00000072952	ENST00000423302.7	protein_coding	153	1	0		0.633986928104575	3237	54	52	2	0.461538461538462	5	18
KIF26A	ENSG00000066735.15	ENSG00000066735	ENST00000423312.7	protein_coding	136	1	1	3	0.794117647058824	1104	15	11	2	0.569746376811594	0	30
KIAA0040	ENSG00000235750.10	ENSG00000235750	ENST00000423313.6	protein_coding	520	3	0		0.561538461538462	3728	88	84	2	0.45118025751073	0	8
PRAM1	ENSG00000133246.12	ENSG00000133246	ENST00000423345.5	protein_coding	49	0	0		0.653061224489796	133	0	0		0.661654135338346	1	5
CAMK2G	ENSG00000148660.21	ENSG00000148660	ENST00000423381.6	protein_coding	94	0	0		0.797872340425532	2017	34	33	1	0.502726822012891	0	12
MPC1L	ENSG00000238205.4	ENSG00000238205	ENST00000423387.4	protein_coding	138	0	0		0.615942028985507	160	1	0		0.40625	1	1
ACTBL2	ENSG00000169067.4	ENSG00000169067	ENST00000423391.3	protein_coding	104	0	0		0.461538461538462	1559	27	20	1	0.304041051956382	0	5
ZNF736	ENSG00000234444.10	ENSG00000234444	ENST00000423484.3	protein_coding	190	1	0		0.563157894736842	7487	132	131	1	0.398958194203286	1	2
TOP2A	ENSG00000131747.15	ENSG00000131747	ENST00000423485.6	protein_coding	105	0	0		0.628571428571429	994	16	14	1	0.341046277665996	0	50
FAM221B	ENSG00000204930.10	ENSG00000204930	ENST00000423537.7	protein_coding	270	1	0		0.540740740740741	2078	38	31	2	0.442252165543792	0	2
IL10	ENSG00000136634.7	ENSG00000136634	ENST00000423557.1	protein_coding	59	0	0		0.474576271186441	1034	9	7	3	0.420696324951644	0	8
SCN5A	ENSG00000183873.18	ENSG00000183873	ENST00000423572.7	protein_coding	209	2	0		0.755980861244019	2259	33	28	3	0.551128818061089	0	73
TEX53	ENSG00000230054.3	ENSG00000230054	ENST00000423632.3	protein_coding	31	0	0		0.645161290322581	225	2	0		0.582222222222222	1	2
ETDB	ENSG00000224107.5	ENSG00000224107	ENST00000423661.1	protein_coding	374	8	1	2	0.417112299465241	127	4	1	3	0.377952755905512	0	2
LGALS9B	ENSG00000170298.16	ENSG00000170298	ENST00000423676.8	protein_coding	69	0	0		0.594202898550725	578	8	0		0.602076124567474	0	0
NAT8L	ENSG00000185818.8	ENSG00000185818	ENST00000423729.3	protein_coding	185	0	0		0.918918918918919	4962	83	52	1	0.628980249899234	1	0
TXNDC8	ENSG00000204193.11	ENSG00000204193	ENST00000423740.7	protein_coding	67	0	0		0.462686567164179	206	3	0		0.344660194174757	0	3
TAF1	ENSG00000147133.17	ENSG00000147133	ENST00000423759.6	protein_coding	18	0	0		0.611111111111111	1959	53	34	2	0.397651863195508	7	85
ATF5	ENSG00000169136.12	ENSG00000169136	ENST00000423777.7	protein_coding	315	2	1	3	0.647619047619048	843	10	4	1	0.519572953736655	1	5
KY	ENSG00000174611.12	ENSG00000174611	ENST00000423778.7	protein_coding	62	0	0		0.693548387096774	3656	47	44	1	0.528719912472648	0	31
RNPC3	ENSG00000185946.16	ENSG00000185946	ENST00000423855.7	protein_coding	372	1	0		0.489247311827957	218	4	0		0.288990825688073	0	0
GH2	ENSG00000136487.18	ENSG00000136487	ENST00000423893.7	protein_coding	143	1	0		0.566433566433567	106	0	0		0.575471698113208	0	4
CHD7	ENSG00000171316.12	ENSG00000171316	ENST00000423902.7	protein_coding	517	3	2	3	0.62862669245648	2095	41	35	1	0.384248210023866	6	92
OR10J1	ENSG00000196184.10	ENSG00000196184	ENST00000423932.6	protein_coding	70	3	0		0.385714285714286	246	4	1	1	0.40650406504065	0	0
KRT86	ENSG00000170442.12	ENSG00000170442	ENST00000423955.7	protein_coding	208	1	0		0.543269230769231	578	6	4	3	0.598615916955017	0	5
MRAS	ENSG00000158186.13	ENSG00000158186	ENST00000423968.7	protein_coding	207	0	0		0.78743961352657	3264	56	47	1	0.483149509803922	0	6
EIF2B1	ENSG00000111361.13	ENSG00000111361	ENST00000424014.7	protein_coding	129	0	0		0.775193798449612	1350	25	12	2	0.391111111111111	0	0
GPR85	ENSG00000164604.14	ENSG00000164604	ENST00000424100.2	protein_coding	794	9	4	1	0.498740554156171	1324	24	21	3	0.339123867069486	4	1
CC2D2A	ENSG00000048342.18	ENSG00000048342	ENST00000424120.6	protein_coding	194	2	1	3	0.505154639175258	127	3	0		0.236220472440945	1	0
GAB3	ENSG00000160219.12	ENSG00000160219	ENST00000424127.3	protein_coding	52	0	0		0.807692307692308	2929	48	38	2	0.442813246841926	3	12
CACNA2D2	ENSG00000007402.12	ENSG00000007402	ENST00000424201.7	protein_coding	211	1	0		0.781990521327014	2053	26	23	3	0.549439844130541	1	16
OARD1	ENSG00000124596.17	ENSG00000124596	ENST00000424266.7	protein_coding	162	0	0		0.561728395061729	2563	37	35	1	0.391728443230589	0	10
AK9	ENSG00000155085.16	ENSG00000155085	ENST00000424296.7	protein_coding	67	0	0		0.582089552238806	514	9	3	2	0.315175097276265	2	41
RNF145	ENSG00000145860.12	ENSG00000145860	ENST00000424310.7	protein_coding	362	2	0		0.718232044198895	1261	38	36	2	0.386994448850119	0	16
