expt.strong_1,expt.moderate_1,expt.moderate_2,expt.weak_1,expt.weak_2,ensgid,enstid_version,enstid
0.07,0.177,0.141,0.318,0.339,ENSG00000180979,ENST00000397130.8,ENST00000397130
0,0,0,0,0,ENSG00000123243,ENST00000397146.7,ENST00000397146
0.082,0.276,0.168,0.512,0.558,ENSG00000122692,ENST00000397149.4,ENST00000397149
0.282,1.141,0.7,2.855,3.04,ENSG00000092529,ENST00000397163.8,ENST00000397163
0.081,0.691,0.177,1.618,1.72,ENSG00000197124,ENST00000397165.7,ENST00000397165
0.138,0.391,0.319,0.867,0.889,ENSG00000085788,ENST00000397166.7,ENST00000397166
0.58,1.338,0.926,2.065,2.225,ENSG00000198879,ENST00000397167.6,ENST00000397167
1.45,4.773,2.961,9.721,10.224,ENSG00000130988,ENST00000397180.6,ENST00000397180
0.792,2.4,1.57,4.655,4.909,ENSG00000007168,ENST00000397195.10,ENST00000397195
0.374,0.942,0.67,1.724,1.821,ENSG00000111186,ENST00000397196.7,ENST00000397196
0,0,0,0,0,ENSG00000100350,ENST00000397224.9,ENST00000397224
0.068,0.246,0.195,0.655,0.664,ENSG00000133612,ENST00000397238.7,ENST00000397238
0,0,0,0,0,ENSG00000241553,ENST00000397261.8,ENST00000397261
0,0,0,0,0,ENSG00000168907,ENST00000397272.7,ENST00000397272
0.378,1.029,0.667,1.771,1.994,ENSG00000100342,ENST00000397278.8,ENST00000397278
0,0,0,0,0,ENSG00000137055,ENST00000397292.8,ENST00000397292
0,0,0,0,0,ENSG00000214026,ENST00000397298.8,ENST00000397298
0,0,0,0,0,ENSG00000243789,ENST00000397299.9,ENST00000397299
0.125,0.655,0.31,1.608,1.659,ENSG00000107105,ENST00000397312.7,ENST00000397312
0.032,0.113,0.091,0.334,0.342,ENSG00000157110,ENST00000397323.9,ENST00000397323
0.031,0.126,0.069,0.269,0.307,ENSG00000198125,ENST00000397326.7,ENST00000397326
0,0,0,0,0,ENSG00000185163,ENST00000397333.4,ENST00000397333
0.449,1.398,0.762,2.318,2.442,ENSG00000183091,ENST00000397345.8,ENST00000397345
0,0,0,0,0,ENSG00000063854,ENST00000397356.8,ENST00000397356
0.207,0.745,0.445,1.6,1.652,ENSG00000184545,ENST00000397374.8,ENST00000397374
0,0,0,0,0,ENSG00000074071,ENST00000397375.7,ENST00000397375
0.582,1.585,1.119,3.084,3.199,ENSG00000133424,ENST00000397394.8,ENST00000397394
0,0,0,0,0,ENSG00000214063,ENST00000397397.7,ENST00000397397
0.084,0.516,0.157,0.959,1.157,ENSG00000011243,ENST00000397410.10,ENST00000397410
0.167,0.45,0.341,0.878,0.894,ENSG00000007545,ENST00000397412.8,ENST00000397412
0.027,0.13,0.073,0.342,0.365,ENSG00000177697,ENST00000397420.9,ENST00000397420
0.175,0.353,0.307,0.614,0.72,ENSG00000214078,ENST00000397443.7,ENST00000397443
0,0,0,0,0,ENSG00000188428,ENST00000397457.7,ENST00000397457
0.09,0.272,0.175,0.593,0.6,ENSG00000150551,ENST00000397463.3,ENST00000397463
0.107,1.039,0.2,1.949,2.039,ENSG00000125245,ENST00000397470.5,ENST00000397470
0,0,0,0,0,ENSG00000172590,ENST00000397496.7,ENST00000397496
0,0,0,0,0,ENSG00000177042,ENST00000397510.9,ENST00000397510
0,0,0,0,0,ENSG00000103275,ENST00000397514.8,ENST00000397514
0.555,2.165,1.196,4.536,4.827,ENSG00000126001,ENST00000397527.6,ENST00000397527
0.047,0.141,0.104,0.281,0.287,ENSG00000188549,ENST00000397536.7,ENST00000397536
0.049,0.484,0.116,1.138,1.237,ENSG00000214097,ENST00000397537.3,ENST00000397537
0.656,2.687,1.44,5.558,5.997,ENSG00000214102,ENST00000397541.6,ENST00000397541
0,0,0,0,0,ENSG00000099834,ENST00000397542.7,ENST00000397542
0,0,0,0,0,ENSG00000141519,ENST00000397545.9,ENST00000397545
0.158,0.681,0.358,1.46,1.595,ENSG00000214107,ENST00000397548.4,ENST00000397548
0,0,0,0,0,ENSG00000006459,ENST00000397560.7,ENST00000397560
0,0,0,0,0,ENSG00000214114,ENST00000397572.5,ENST00000397572
0.424,0.916,0.716,1.623,1.648,ENSG00000099849,ENST00000397583.8,ENST00000397583
0.104,0.429,0.223,0.847,0.852,ENSG00000153046,ENST00000397588.8,ENST00000397588
0,0,0,0,0,ENSG00000171262,ENST00000397609.6,ENST00000397609
0.484,1.125,0.911,2.168,2.249,ENSG00000127585,ENST00000397621.6,ENST00000397621
0,0,0,0,0,ENSG00000146842,ENST00000397622.7,ENST00000397622
0,0,0,0,0,ENSG00000070495,ENST00000397625.9,ENST00000397625
0.454,1.216,0.825,2.093,2.173,ENSG00000257949,ENST00000397640.6,ENST00000397640
2.858,7.932,5.23,14.577,15.659,ENSG00000133422,ENST00000397641.8,ENST00000397641
0.081,0.214,0.161,0.436,0.461,ENSG00000204852,ENST00000397659.9,ENST00000397659
0.375,0.807,0.654,1.394,1.673,ENSG00000095066,ENST00000397668.8,ENST00000397668
0,0,0,0,0,ENSG00000214160,ENST00000397676.8,ENST00000397676
1.091,3.374,2.176,6.654,6.947,ENSG00000147457,ENST00000397677.6,ENST00000397677
0.076,0.156,0.192,0.4,0.448,ENSG00000182362,ENST00000397701.9,ENST00000397701
0.026,0.084,0.064,0.235,0.24,ENSG00000186522,ENST00000397712.7,ENST00000397712
0,0,0,0,0,ENSG00000160285,ENST00000397728.8,ENST00000397728
0.109,0.252,0.189,0.435,0.44,ENSG00000242852,ENST00000397732.8,ENST00000397732
0.177,0.55,0.39,1.163,1.469,ENSG00000160282,ENST00000397746.8,ENST00000397746
0.385,1.852,0.915,4.367,4.768,ENSG00000197646,ENST00000397747.5,ENST00000397747
0.541,1.461,0.966,2.616,2.765,ENSG00000105976,ENST00000397752.8,ENST00000397752
0.149,0.479,0.226,0.724,0.772,ENSG00000129472,ENST00000397762.6,ENST00000397762
0.233,0.802,0.535,1.689,1.844,ENSG00000214194,ENST00000397764.8,ENST00000397764
0.615,3.273,1.202,6.587,7.045,ENSG00000182405,ENST00000397766.4,ENST00000397766
0,0,0,0,0,ENSG00000076344,ENST00000397770.8,ENST00000397770
0.19,0.463,0.303,0.746,0.758,ENSG00000122490,ENST00000397778.7,ENST00000397778
0.283,0.577,0.516,1.077,1.165,ENSG00000108510,ENST00000397786.7,ENST00000397786
0,0,0,0,0,ENSG00000171812,ENST00000397799.2,ENST00000397799
0.081,0.219,0.153,0.393,0.4,ENSG00000154134,ENST00000397801.6,ENST00000397801
0.652,1.854,1.24,3.538,3.7,ENSG00000173588,ENST00000397809.10,ENST00000397809
0.076,0.189,0.148,0.378,0.393,ENSG00000214212,ENST00000397820.5,ENST00000397820
0.194,0.659,0.37,1.338,1.36,ENSG00000147010,ENST00000397821.8,ENST00000397821
0.067,0.576,0.168,1.488,1.655,ENSG00000214216,ENST00000397832.7,ENST00000397832
1.055,2.811,2.026,5.388,5.597,ENSG00000196914,ENST00000397843.7,ENST00000397843
3.083,10.528,5.453,18.519,19.685,ENSG00000214226,ENST00000397861.7,ENST00000397861
0.051,0.179,0.104,0.378,0.407,ENSG00000080608,ENST00000397885.3,ENST00000397885
0,0,0,0,0,ENSG00000196872,ENST00000397899.7,ENST00000397899
0.056,0.266,0.182,0.691,0.724,ENSG00000131165,ENST00000397901.8,ENST00000397901
0.103,0.256,0.19,0.45,0.5,ENSG00000100154,ENST00000397906.7,ENST00000397906
0,0,0,0,0,ENSG00000205439,ENST00000397907.1,ENST00000397907
0.365,3.078,0.592,4.971,5.215,ENSG00000067798,ENST00000397909.7,ENST00000397909
0,0,0,0,0,ENSG00000221837,ENST00000397911.5,ENST00000397911
0.026,0.185,0.057,0.408,0.559,ENSG00000128563,ENST00000397912.3,ENST00000397912
0,0,0,0,0,ENSG00000142185,ENST00000397928.6,ENST00000397928
0.425,1.549,0.89,3.219,3.496,ENSG00000169302,ENST00000397936.8,ENST00000397936
0,0,0,0,0,ENSG00000182944,ENST00000397938.7,ENST00000397938
0.751,2.017,1.227,3.369,3.761,ENSG00000170677,ENST00000397942.4,ENST00000397942
0.017,0.142,0.038,0.284,0.323,ENSG00000118492,ENST00000397944.8,ENST00000397944
0.07,0.242,0.146,0.473,0.511,ENSG00000129538,ENST00000397967.5,ENST00000397967
0.231,0.752,0.475,1.568,1.648,ENSG00000081138,ENST00000397968.4,ENST00000397968
0.088,0.226,0.162,0.419,0.47,ENSG00000104613,ENST00000397977.8,ENST00000397977
0,0,0,0,0,ENSG00000076984,ENST00000397979.4,ENST00000397979
0.094,0.328,0.161,0.515,0.544,ENSG00000166401,ENST00000397985.7,ENST00000397985
0.22,0.604,0.422,1.141,1.232,ENSG00000214274,ENST00000397990.5,ENST00000397990
0,0,0,0,0,ENSG00000147113,ENST00000398000.7,ENST00000398000
0.233,0.616,0.446,1.12,1.149,ENSG00000175782,ENST00000398004.4,ENST00000398004
0.091,0.361,0.208,0.821,0.845,ENSG00000154928,ENST00000398015.8,ENST00000398015
0.553,2.232,1.098,4.386,4.741,ENSG00000166396,ENST00000398019.7,ENST00000398019
0.048,0.177,0.084,0.323,0.365,ENSG00000101337,ENST00000398022.7,ENST00000398022
0.113,0.447,0.245,0.853,0.935,ENSG00000214285,ENST00000398023.3,ENST00000398023
0.46,1.268,0.885,2.448,2.498,ENSG00000125388,ENST00000398052.9,ENST00000398052
0,0,0,0,0,ENSG00000174206,ENST00000398055.8,ENST00000398055
0.318,0.782,0.633,1.553,1.591,ENSG00000175215,ENST00000398073.7,ENST00000398073
0.051,0.175,0.116,0.44,0.469,ENSG00000214309,ENST00000398075.4,ENST00000398075
0.181,0.432,0.318,0.733,0.804,ENSG00000152558,ENST00000398136.7,ENST00000398136
0.117,0.513,0.274,1.147,1.247,ENSG00000139547,ENST00000398138.5,ENST00000398138
1.334,4.721,2.272,8.172,8.689,ENSG00000100099,ENST00000398145.7,ENST00000398145
0.091,0.234,0.158,0.422,0.448,ENSG00000185304,ENST00000398146.5,ENST00000398146
0,0,0,0,0,ENSG00000111906,ENST00000398153.7,ENST00000398153
0.097,0.531,0.243,1.335,1.405,ENSG00000160200,ENST00000398165.8,ENST00000398165
0.096,0.53,0.219,1.308,1.371,ENSG00000274276,ENST00000398168.6,ENST00000398168
0.044,0.144,0.089,0.346,0.388,ENSG00000101294,ENST00000398174.9,ENST00000398174
0,0,0,0,0,ENSG00000214360,ENST00000398186.5,ENST00000398186
0.143,0.342,0.253,0.627,0.665,ENSG00000175336,ENST00000398189.4,ENST00000398189
0.366,0.717,0.66,1.225,1.385,ENSG00000160193,ENST00000398208.3,ENST00000398208
0.077,0.298,0.147,0.538,0.602,ENSG00000146350,ENST00000398212.7,ENST00000398212
0.06,0.126,0.161,0.342,0.401,ENSG00000244752,ENST00000398215.3,ENST00000398215
0,0,0,0,0,ENSG00000073969,ENST00000398238.8,ENST00000398238
0,0,0,0,0,ENSG00000154359,ENST00000398246.8,ENST00000398246
0,0,0,0,0,ENSG00000203805,ENST00000398250.6,ENST00000398250
0,0,0,0,0,ENSG00000214414,ENST00000398290.7,ENST00000398290
0.193,1.161,0.41,2.234,2.507,ENSG00000214415,ENST00000398291.4,ENST00000398291
0,0,0,0,0,ENSG00000099977,ENST00000398344.9,ENST00000398344
0.07,0.235,0.138,0.411,0.433,ENSG00000161647,ENST00000398389.9,ENST00000398389
0.781,2.458,1.531,4.803,5.032,ENSG00000206538,ENST00000398399.7,ENST00000398399
0.696,1.881,1.212,3.138,3.382,ENSG00000134042,ENST00000398439.8,ENST00000398439
0,0,0,0,0,ENSG00000160179,ENST00000398449.8,ENST00000398449
0.154,0.873,0.294,1.703,1.879,ENSG00000214510,ENST00000398450.5,ENST00000398450
0.036,0.135,0.082,0.305,0.319,ENSG00000186452,ENST00000398458.4,ENST00000398458
0,0,0,0,0,ENSG00000164871,ENST00000398462.7,ENST00000398462
0.009,0.047,0.034,0.15,0.161,ENSG00000214513,ENST00000398468.4,ENST00000398468
0,0,0,0,0,ENSG00000240542,ENST00000398470.1,ENST00000398470
0.018,0.084,0.037,0.211,0.236,ENSG00000198443,ENST00000398472.2,ENST00000398472
0.365,0.866,0.629,1.462,1.619,ENSG00000161813,ENST00000398473.7,ENST00000398473
0.049,0.128,0.116,0.279,0.315,ENSG00000145217,ENST00000398516.3,ENST00000398516
0,0.091,0,0.325,0.371,ENSG00000204571,ENST00000398530.1,ENST00000398530
0,0,0,0,0,ENSG00000204572,ENST00000398531.3,ENST00000398531
0.505,1.011,0.905,1.816,1.873,ENSG00000188895,ENST00000398532.9,ENST00000398532
0,0,0,0,0,ENSG00000241233,ENST00000398534.4,ENST00000398534
0,0.038,0,0.142,0.154,ENSG00000244411,ENST00000398536.6,ENST00000398536
0,0,0,0,0,ENSG00000114541,ENST00000398540.8,ENST00000398540
0,0,0,0,0,ENSG00000172361,ENST00000398545.5,ENST00000398545
0.115,0.462,0.253,0.973,1.043,ENSG00000141956,ENST00000398548.6,ENST00000398548
0.442,1.215,0.81,2.22,2.311,ENSG00000144747,ENST00000398559.7,ENST00000398559
0.114,0.292,0.31,0.831,0.847,ENSG00000115464,ENST00000398571.7,ENST00000398571
0.292,1.348,0.579,2.579,2.82,ENSG00000253873,ENST00000398587.7,ENST00000398587
0.061,0.311,0.122,0.57,0.59,ENSG00000254122,ENST00000398594.4,ENST00000398594
0.457,1.801,0.981,3.546,3.711,ENSG00000157601,ENST00000398598.8,ENST00000398598
0.303,1.566,0.582,2.846,3.148,ENSG00000253767,ENST00000398604.3,ENST00000398604
0,0,0,0,0,ENSG00000084207,ENST00000398606.10,ENST00000398606
0.188,0.673,0.364,1.24,1.302,ENSG00000253846,ENST00000398610.3,ENST00000398610
0.291,1.108,0.716,2.662,2.864,ENSG00000172748,ENST00000398612.3,ENST00000398612
0.509,1.825,1.035,3.592,4.088,ENSG00000251664,ENST00000398631.3,ENST00000398631
0,0,0,0,0,ENSG00000177994,ENST00000398634.7,ENST00000398634
0.285,1.106,0.427,1.686,1.813,ENSG00000122852,ENST00000398636.8,ENST00000398636
1.607,4.785,3.114,9.124,9.717,ENSG00000111371,ENST00000398637.10,ENST00000398637
0.209,1.038,0.415,2.004,2.197,ENSG00000249158,ENST00000398640.7,ENST00000398640
0.168,0.453,0.353,0.95,1.014,ENSG00000104885,ENST00000398665.8,ENST00000398665
0,0,0,0,0,ENSG00000151233,ENST00000398675.8,ENST00000398675
0,0,0,0,0,ENSG00000179526,ENST00000398712.7,ENST00000398712
0,0,0,0,0,ENSG00000214642,ENST00000398718.1,ENST00000398718
0.337,0.866,0.715,1.86,1.895,ENSG00000131508,ENST00000398733.8,ENST00000398733
0.032,0.155,0.068,0.36,0.375,ENSG00000152234,ENST00000398752.11,ENST00000398752
0.802,2.535,1.765,5.478,6.053,ENSG00000041880,ENST00000398755.8,ENST00000398755
0,0,0,0,0,ENSG00000137225,ENST00000398776.2,ENST00000398776
0,0,0,0,0,ENSG00000120659,ENST00000398795.7,ENST00000398795
0.322,1.009,0.591,1.784,1.901,ENSG00000162241,ENST00000398802.6,ENST00000398802
0,0.067,0,0.193,0.264,ENSG00000119471,ENST00000398805.8,ENST00000398805
0.123,0.381,0.257,0.777,0.805,ENSG00000056998,ENST00000398806.8,ENST00000398806
0.774,2.412,1.743,5.583,6.034,ENSG00000140481,ENST00000398814.8,ENST00000398814
0.016,0.096,0.042,0.248,0.295,ENSG00000100023,ENST00000398831.8,ENST00000398831
0.295,1.039,0.637,2.08,2.113,ENSG00000090238,ENST00000398841.6,ENST00000398841
0.046,0.186,0.154,0.552,0.588,ENSG00000113615,ENST00000398844.7,ENST00000398844
0,0,0,0,0,ENSG00000184743,ENST00000398868.8,ENST00000398868
0,0,0,0,0,ENSG00000214736,ENST00000398881.4,ENST00000398881
0,0,0,0,0,ENSG00000204839,ENST00000398882.8,ENST00000398882
0.242,1.086,0.508,2.3,2.418,ENSG00000157551,ENST00000398938.7,ENST00000398938
0,0,0,0,0,ENSG00000137463,ENST00000398955.2,ENST00000398955
0.324,1.351,0.625,2.622,2.791,ENSG00000172296,ENST00000399002.7,ENST00000399002
0.044,0.186,0.07,0.342,0.379,ENSG00000145723,ENST00000399004.7,ENST00000399004
0.24,0.562,0.414,0.931,1.019,ENSG00000141425,ENST00000399022.9,ENST00000399022
0.43,1.088,0.875,2.147,2.298,ENSG00000121797,ENST00000399036.4,ENST00000399036
0,0,0,0,0,ENSG00000214819,ENST00000399044.1,ENST00000399044
0.765,2.421,1.539,4.852,5.128,ENSG00000198561,ENST00000399050.10,ENST00000399050
0.014,0.087,0.052,0.292,0.294,ENSG00000205629,ENST00000399069.8,ENST00000399069
0.011,0.057,0.045,0.17,0.214,ENSG00000214842,ENST00000399080.3,ENST00000399080
0.361,1.082,0.728,2.144,2.216,ENSG00000188517,ENST00000399132.6,ENST00000399132
0.177,0.656,0.449,1.535,1.587,ENSG00000214860,ENST00000399134.5,ENST00000399134
1.587,4.735,2.899,8.405,8.871,ENSG00000159261,ENST00000399135.6,ENST00000399135
0.291,0.786,0.574,1.552,1.588,ENSG00000091542,ENST00000399138.5,ENST00000399138
0,0,0,0,0,ENSG00000214866,ENST00000399143.9,ENST00000399143
0.249,0.872,0.521,1.777,1.892,ENSG00000171962,ENST00000399187.6,ENST00000399187
0.109,0.309,0.225,0.643,0.663,ENSG00000168329,ENST00000399220.3,ENST00000399220
0.555,1.895,1.283,4.552,4.738,ENSG00000139915,ENST00000399232.8,ENST00000399232
0,0,0,0,0,ENSG00000197535,ENST00000399233.7,ENST00000399233
0.166,0.467,0.334,0.935,0.979,ENSG00000171988,ENST00000399262.7,ENST00000399262
0.333,0.821,0.665,1.676,1.774,ENSG00000170160,ENST00000399273.5,ENST00000399273
0.053,0.136,0.103,0.278,0.32,ENSG00000214941,ENST00000399277.6,ENST00000399277
0.366,2.107,0.647,3.612,4.15,ENSG00000214943,ENST00000399285.5,ENST00000399285
1.473,4.928,2.568,8.657,9.307,ENSG00000180509,ENST00000399286.3,ENST00000399286
0.215,0.697,0.441,1.415,1.562,ENSG00000205670,ENST00000399292.8,ENST00000399292
0.277,0.728,0.53,1.283,1.335,ENSG00000196932,ENST00000399298.8,ENST00000399298
0.013,0.048,0.035,0.131,0.135,ENSG00000243927,ENST00000399312.3,ENST00000399312
0.161,0.486,0.326,1.007,1.013,ENSG00000092148,ENST00000399332.6,ENST00000399332
0,0,0,0,0,ENSG00000103226,ENST00000399336.9,ENST00000399336
0,0,0,0,0,ENSG00000214978,ENST00000399363.5,ENST00000399363
0,0,0,0,0,ENSG00000100445,ENST00000399395.8,ENST00000399395
0.078,0.2,0.167,0.415,0.455,ENSG00000188162,ENST00000399397.6,ENST00000399397
1.04,3.143,2.015,6.024,6.539,ENSG00000189051,ENST00000399398.3,ENST00000399398
0.059,0.315,0.142,0.801,0.824,ENSG00000103222,ENST00000399410.8,ENST00000399410
0.319,1.034,0.628,2.052,2.166,ENSG00000215009,ENST00000399422.5,ENST00000399422
0.076,0.613,0.19,1.484,1.601,ENSG00000215018,ENST00000399429.8,ENST00000399429
0,0,0,0,0,ENSG00000113597,ENST00000399438.8,ENST00000399438
0.1,0.306,0.214,0.633,0.67,ENSG00000100938,ENST00000399440.7,ENST00000399440
0.061,0.184,0.135,0.475,0.502,ENSG00000092345,ENST00000399444.7,ENST00000399444
0,0,0,0,0,ENSG00000215041,ENST00000399464.7,ENST00000399464
0.03,0.112,0.055,0.18,0.195,ENSG00000154040,ENST00000399496.8,ENST00000399496
0,0.317,0,0.47,0.56,ENSG00000095015,ENST00000399503.4,ENST00000399503
0.174,0.382,0.473,1.06,1.071,ENSG00000132535,ENST00000399506.9,ENST00000399506
0.571,1.652,1.105,3.273,3.46,ENSG00000137948,ENST00000399546.7,ENST00000399546
0,0,0,0,0,ENSG00000242259,ENST00000399562.9,ENST00000399562
0.779,3.471,1.535,6.936,7.422,ENSG00000171495,ENST00000399564.5,ENST00000399564
0.099,0.434,0.194,0.913,0.943,ENSG00000171199,ENST00000399575.7,ENST00000399575
0.231,0.589,0.443,1.222,1.258,ENSG00000157927,ENST00000399583.4,ENST00000399583
0,0,0,0,0,ENSG00000215114,ENST00000399598.7,ENST00000399598
0.042,0.17,0.105,0.378,0.412,ENSG00000005801,ENST00000399602.9,ENST00000399602
0.687,1.91,1.365,3.799,3.924,ENSG00000151067,ENST00000399603.6,ENST00000399603
0,0,0,0,0,ENSG00000185739,ENST00000399609.7,ENST00000399609
0.434,1.151,0.763,1.988,2.303,ENSG00000206203,ENST00000399635.4,ENST00000399635
0.673,1.866,1.359,3.769,3.887,ENSG00000151067,ENST00000399655.6,ENST00000399655
0.116,0.489,0.211,0.895,0.952,ENSG00000137812,ENST00000399668.7,ENST00000399668
0,0.072,0,0.32,0.344,ENSG00000241598,ENST00000399682.1,ENST00000399682
0,0,0,0,0,ENSG00000196224,ENST00000399685.1,ENST00000399685
0.983,2.09,1.649,3.533,3.845,ENSG00000180071,ENST00000399703.6,ENST00000399703
0.062,0.179,0.112,0.305,0.364,ENSG00000215187,ENST00000399742.7,ENST00000399742
0.62,1.677,1.187,3.145,3.259,ENSG00000215193,ENST00000399744.8,ENST00000399744
1.046,4.618,2.261,9.676,10.484,ENSG00000215203,ENST00000399770.3,ENST00000399770
0.379,1.168,0.822,2.424,2.523,ENSG00000168913,ENST00000399775.3,ENST00000399775
0.163,0.424,0.304,0.846,0.866,ENSG00000073614,ENST00000399788.7,ENST00000399788
0.738,2.071,1.526,4.381,4.515,ENSG00000067900,ENST00000399799.3,ENST00000399799
0.023,0.127,0.054,0.263,0.291,ENSG00000142089,ENST00000399808.5,ENST00000399808
0,0,0,0,0,ENSG00000215217,ENST00000399810.7,ENST00000399810
0,0,0,0,0,ENSG00000215218,ENST00000399816.4,ENST00000399816
0.014,0.069,0.019,0.109,0.145,ENSG00000157796,ENST00000399820.8,ENST00000399820
0.084,0.349,0.203,0.844,0.945,ENSG00000093072,ENST00000399837.8,ENST00000399837
0.115,0.238,0.226,0.433,0.502,ENSG00000091490,ENST00000399878.8,ENST00000399878
0.063,0.385,0.158,0.88,1.177,ENSG00000215262,ENST00000399881.8,ENST00000399881
0,0.087,0,0.231,0.264,ENSG00000182816,ENST00000399889.4,ENST00000399889
0,0,0,0,0,ENSG00000085415,ENST00000399892.7,ENST00000399892
0.171,0.66,0.327,1.259,1.341,ENSG00000156284,ENST00000399899.2,ENST00000399899
0.605,2.153,1.12,3.98,4.167,ENSG00000132670,ENST00000399903.7,ENST00000399903
0.342,0.893,0.559,1.448,1.484,ENSG00000156265,ENST00000399928.6,ENST00000399928
0.226,0.683,0.449,1.325,1.385,ENSG00000167930,ENST00000399932.8,ENST00000399932
0.255,0.619,0.507,1.236,1.276,ENSG00000183354,ENST00000399933.8,ENST00000399933
1.647,6.712,2.951,12.111,12.981,ENSG00000232196,ENST00000399974.5,ENST00000399974
0.358,1.165,0.721,2.346,2.607,ENSG00000156256,ENST00000399976.7,ENST00000399976
0,0,0,0,0,ENSG00000101558,ENST00000400000.7,ENST00000400000
0.565,1.814,1.11,3.43,3.579,ENSG00000182798,ENST00000400004.6,ENST00000400004
0.162,0.665,0.279,1.071,1.145,ENSG00000092200,ENST00000400017.7,ENST00000400017
0.525,1.453,1.027,2.897,2.99,ENSG00000154727,ENST00000400075.4,ENST00000400075
0,0,0,0,0,ENSG00000232948,ENST00000400079.1,ENST00000400079
0,0,0,0,0,ENSG00000198033,ENST00000400113.8,ENST00000400113
0.395,1.89,0.82,3.841,4.119,ENSG00000215356,ENST00000400120.3,ENST00000400120
0,0,0,0,0,ENSG00000088832,ENST00000400137.9,ENST00000400137
0.406,1.81,0.827,3.738,4.019,ENSG00000215372,ENST00000400156.4,ENST00000400156
0,0,0,0,0,ENSG00000004487,ENST00000400181.9,ENST00000400181
0.133,0.43,0.317,0.992,1.047,ENSG00000155313,ENST00000400183.7,ENST00000400183
0.089,0.246,0.158,0.459,0.471,ENSG00000134884,ENST00000400198.8,ENST00000400198
0.076,0.21,0.143,0.354,0.378,ENSG00000158270,ENST00000400256.5,ENST00000400256
0.126,0.328,0.222,0.565,0.58,ENSG00000198089,ENST00000400288.7,ENST00000400288
0.064,0.201,0.131,0.439,0.527,ENSG00000198832,ENST00000400299.6,ENST00000400299
0.135,0.375,0.283,0.773,0.845,ENSG00000139734,ENST00000400324.9,ENST00000400324
0.682,2.852,1.103,4.491,4.787,ENSG00000183742,ENST00000400331.10,ENST00000400331
0.042,0.099,0.125,0.284,0.352,ENSG00000183762,ENST00000400335.9,ENST00000400335
0,0,0,0,0,ENSG00000049759,ENST00000400345.8,ENST00000400345
0,0,0,0,0,ENSG00000167037,ENST00000400358.9,ENST00000400358
0.027,0.109,0.063,0.256,0.341,ENSG00000189169,ENST00000400365.3,ENST00000400365
0,0,0,0,0,ENSG00000188155,ENST00000400368.1,ENST00000400368
0,0,0,0,0,ENSG00000241123,ENST00000400372.1,ENST00000400372
0,0,0,0,0,ENSG00000215454,ENST00000400374.4,ENST00000400374
0,0,0,0,0,ENSG00000215455,ENST00000400375.1,ENST00000400375
1.05,3.57,2.051,6.894,7.171,ENSG00000100031,ENST00000400382.6,ENST00000400382
1.955,7.028,3.766,13.102,13.865,ENSG00000141639,ENST00000400384.7,ENST00000400384
0.083,0.307,0.175,0.608,0.636,ENSG00000215475,ENST00000400405.4,ENST00000400405
0.686,1.73,1.422,3.539,3.875,ENSG00000139656,ENST00000400419.2,ENST00000400419
0.425,1.134,0.918,2.344,2.407,ENSG00000185252,ENST00000400451.7,ENST00000400451
0.807,2.002,1.493,3.539,3.745,ENSG00000171587,ENST00000400454.6,ENST00000400454
0.07,0.171,0.151,0.354,0.358,ENSG00000117245,ENST00000400463.8,ENST00000400463
0,0,0,0,0,ENSG00000159256,ENST00000400485.6,ENST00000400485
